Language,Query,Weight,Bucket,Comment,Expectation,Parsed,SearchQuality,Rank
he,עיקר המלחמה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/rvDFQFsP,s|rvDFQFsP|,Good,1
he,ב בחינות בהשגה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/s0lcc226,s|s0lcc226|,Good,1
he,ענין יסוד נוקבא ויסוד דדכורא שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/S8jzH3Uq,s|S8jzH3Uq|,Good,1
he,בזיעת אפיך תאכל לחם,1.00,שם מקור,,https://archive.kbb1.com/he/sources/sbIzSvPu,s|sbIzSvPu|,Good,1
he,ביד חזקה ובחימה שפוכה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/sdt6n9yj,s|sdt6n9yj|,Good,1
he,החילוק בין מוחין דשבועות לדשבת במנחה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/sn1W3PTR,s|sn1W3PTR|,Good,1
he,מהו ג בחינות גופים באדם שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/sqCAWyUT,s|sqCAWyUT|,Good,1
he,ענין מה שאמרו בעלי זהר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/srUl7uF1,s|srUl7uF1|,Good,1
he,הבטחון הוא הלבוש להאור שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/SUgA2j0W,s|SUgA2j0W|,Good,1
he,להבין מה שמבואר בשולחן ערוך שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/t4MJ36g8,s|t4MJ36g8|,Good,1
he,ויהי בימים הרבים ההם שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/TarnTofh,s|TarnTofh|,Good,1
he,"מהו, שהקב""ה שונא את הגופים, בעבודה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/tk2qRJuw,s|tk2qRJuw|,Good,2
he,מתוך שלא לשמה באים לשמה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/tLVuQ6Hh,s|tLVuQ6Hh|,Good,1
he,"אצילות ובי""ע שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/tqlsaaHO,s|tqlsaaHO|,Good,1
he,ב מיני בשר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/tqSroCkI,s|tqSroCkI|,Unknown,-1
he,"מהו, שהס""א נקראת, מלכותא בלי תגא שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/tS8lJn2r,s|tS8lJn2r|,Good,1
he,"בזהר, אמור שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/u1BNoYRX,s|u1BNoYRX|,Good,1
he,"ענין ו ימינית, ו שמאלית שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/U1hvL47u,s|U1hvL47u|,Unknown,-1
he,"בכדי להבין את דברי הזה""ק שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/u4TdgN6t,s|u4TdgN6t|,Good,1
he,ענין פסולת גורן ויקב שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/u7CWhNpz,s|u7CWhNpz|,Good,1
he,אני ישנה וליבי ער שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/u841sfZX,s|u841sfZX|,Good,1
he,ענין יראה ופחד שבא לפעמים להאדם שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/udjDlN06,s|udjDlN06|,Good,1
he,ענין לשמה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/UEikDufF,s|UEikDufF|,Good,1
he,"ענין גילה ברעדה, בעבודה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/ufeCjuVV,s|ufeCjuVV|,Good,1
he,שלשת המלאכים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/UKbi6hAy,s|UKbi6hAy|,Good,1
he,החכמה בחוץ תרונה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Ul5U2DhU,s|Ul5U2DhU|,Good,1
he,חירות שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Up40AuPP,s|Up40AuPP|,Good,1
he,ענין הגורלות שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/UPyGUH53,s|UPyGUH53|,Good,1
he,להבין ענין ברכים אשר כרעו לבעל שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/VMJzzr6o,s|VMJzzr6o|,Good,1
he,"מהאי גלגלתא נטיף טלא לז""א שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/voeMqIXC,s|voeMqIXC|,Good,1
he,ב בחינות בתורה ובעבודה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/VOYXPJcN,s|VOYXPJcN|,Good,1
he,"מהו, ההרגל נעשה טבע שני, בעבודה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/vPfTRoUl,s|vPfTRoUl|,Good,1
he,צלפחד היה מקושש עצים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/vQlJCvQG,s|vQlJCvQG|,Good,1
he,עיקר הוא מוחא וליבא שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/VxQwkWmA,s|VxQwkWmA|,Good,1
he,עיקר עבודת האדם שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/vZbqW4mZ,s|vZbqW4mZ|,Good,1
he,וסביביו נשערה מאד שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/WAGG71GI,s|WAGG71GI|,Good,1
he,העתיד של האדם תלוי וקשור בהודאה על העבר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/wdKyLHUi,s|wdKyLHUi|,Good,1
he,כל פעולה עושה רושם שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/wew3rcLq,s|wew3rcLq|,Good,1
he,גורל הוא סוד אתערותא דלעילא שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/wGBT8d17,s|wGBT8d17|,Good,1
he,קשר האדם אל הספירות שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/WHhza84o,s|WHhza84o|,Good,1
he,ענין תפילה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Wln5Y29a,s|Wln5Y29a|,Good,1
he,עניין מתן תורה,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Wn2mmIpk,s|Wn2mmIpk|,Good,1
he,לאחר הצמצום שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/WQnQIHT5,s|WQnQIHT5|,Good,1
he,נקי וצדיק אל תהרוג שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/WQXaPzwD,s|WQXaPzwD|,Good,1
he,ענין ההשגה הרוחנית שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/WrEIEnv7,s|WrEIEnv7|,Good,1
he,מנהגי ישראל שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/wrx3kWbJ,s|wrx3kWbJ|,Good,1
he,להגביה את עצמו שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/wUb2fOWP,s|wUb2fOWP|,Good,1
he,אשרי איש שלא ישכחך ובן אדם יתאמץ בך שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/wVDLjw8Z,s|wVDLjw8Z|,Good,1
he,ענין הגבלה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/X3vhrRJz,s|X3vhrRJz|,Good,1
he,בחינת משיח שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/xbEQtpbv,s|xbEQtpbv|,Good,1
he,יורד ומסית עולה ומקטרג שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/xGyY0WF1,s|xGyY0WF1|,Good,1
he,ענין יסורים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/xJQWcmc3,s|xJQWcmc3|,Good,1
he,המעשה פועל על המחשבה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/XjuvEsCA,s|XjuvEsCA|,Good,1
he,מהו יהיב חכמתא לחכימין דוקא שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/xpK9RH59,s|xpK9RH59|,Good,1
he,קודם יצירת הולד שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/xQRH1fmu,s|xQRH1fmu|,Good,1
he,מטרת העבודה,1.00,שם מקור,,https://archive.kbb1.com/he/sources/xR8XABaM,s|xR8XABaM|,Good,2
he,לכל איש ישראל שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/XzkCbPBH,s|XzkCbPBH|,Good,1
he,זמן ירידה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Y2kjYKfx,s|Y2kjYKfx|,Good,1
he,ושמרתם את נפשותיכם שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/YlsVSfQd,s|YlsVSfQd|,Good,1
he,תורה נקרא יורה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Z4GqnV9R,s|Z4GqnV9R|,Good,1
he,דברים היוצאים מהלב שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/zFvyyADm,s|zFvyyADm|,Good,1
he,היתה כאניות סוחר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/ZNNbdDP5,s|ZNNbdDP5|,Good,1
he,דגים קודמים לבשר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/ZOtU3iua,s|ZOtU3iua|,Good,1
he,ענין כפרות שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/zZOOI09z,s|zZOOI09z|,Good,1
he,שבת שקלים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/ZZwECbC2,s|ZZwECbC2|,Good,1
he," שמעתי מחשבה היא בחינת מזונות",1.00,שם מקור,,https://archive.kbb1.com/he/sources/0mkq7ck1,s|0mkq7ck1|,Good,1
he," שמעתי אך טוב לישראל",1.00,שם מקור,,https://archive.kbb1.com/he/sources/0XV5DAz5,s|0XV5DAz5|,Good,1
he," שמעתי זכו אחישנה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/0zNAuA0C,s|0zNAuA0C|,Good,1
he," שמעתי מדוע אומרים לחיים",1.00,שם מקור,,https://archive.kbb1.com/he/sources/177BUIlc,s|177BUIlc|,Good,1
he," שמעתי כי חרפוני צוררי כל היום",1.00,שם מקור,,https://archive.kbb1.com/he/sources/1Fx1eyuW,s|1Fx1eyuW|,Good,1
he," שמעתי רשות הכל",1.00,שם מקור,,https://archive.kbb1.com/he/sources/1Grgyqyp,s|1Grgyqyp|,Good,1
he," שמעתי לשמה זהו אתערותא דלעילא",1.00,שם מקור,,https://archive.kbb1.com/he/sources/1onNjaw2,s|1onNjaw2|,Good,1
he," שמעתי פן לקח מעץ החיים",1.00,שם מקור,,https://archive.kbb1.com/he/sources/2DgydMsJ,s|2DgydMsJ|,Good,1
he," שמעתי אחיזה לחיצונים",1.00,שם מקור,,https://archive.kbb1.com/he/sources/2hdqjOhH,s|2hdqjOhH|,Good,1
he," שמעתי רוחניות וגשמיות",1.00,שם מקור,,https://archive.kbb1.com/he/sources/2jNsmxu8,s|2jNsmxu8|,Good,1
he," שמעתי המן מן התורה מנין",1.00,שם מקור,,https://archive.kbb1.com/he/sources/328te3TV,s|328te3TV|,Good,1
he," שמעתי מהו, במסתרים תבכה נפשי, בעבודה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/3geW64zG,s|3geW64zG|,Good,1
he," שמעתי ענין עולם שנה נפש",1.00,שם מקור,,https://archive.kbb1.com/he/sources/3Ljoqo9f,s|3Ljoqo9f|,Good,1
he," שמעתי המחשבה היא תולדה מהרצון",1.00,שם מקור,,https://archive.kbb1.com/he/sources/4GW5T0i5,s|4GW5T0i5|,Good,1
he," שמעתי כיסי המן",1.00,שם מקור,,https://archive.kbb1.com/he/sources/4NuvpBwy,s|4NuvpBwy|,Good,1
he," שמעתי בחינת שכינתא בעפרא",1.00,שם מקור,,https://archive.kbb1.com/he/sources/4sU63POC,s|4sU63POC|,Good,1
he," שמעתי ההוא תלמיד דלמד בחשאי",1.00,שם מקור,,https://archive.kbb1.com/he/sources/4uYa8NZ8,s|4uYa8NZ8|,Good,1
he," שמעתי המענג את השבת",1.00,שם מקור,,https://archive.kbb1.com/he/sources/55LYqXPX,s|55LYqXPX|,Good,1
he," שמעתי ענין חלק שנותנין לס""א, כדי שיפרד מהקדושה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/5cZY5x2S,s|5cZY5x2S|,Good,1
he," שמעתי מקודם יהיה תיקון העולם",1.00,שם מקור,,https://archive.kbb1.com/he/sources/5eMML0AF,s|5eMML0AF|,Good,1
he," שמעתי עיקר היסוד",1.00,שם מקור,,https://archive.kbb1.com/he/sources/5lTLSB7e,s|5lTLSB7e|,Good,1
he," שמעתי ענין שכינתא בגלותא",1.00,שם מקור,,https://archive.kbb1.com/he/sources/5zOm2XGW,s|5zOm2XGW|,Good,1
he," שמעתי יין המשכר",1.00,שם מקור,,https://archive.kbb1.com/he/sources/67UYG1Aq,s|67UYG1Aq|,Good,1
he," שמעתי ענין חג הפסח",1.00,שם מקור,,https://archive.kbb1.com/he/sources/6gw77tds,s|6gw77tds|,Good,1
he," שמעתי מהו הענין לשמח העניים ביום טוב, בעבודה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/72pUdWd6,s|72pUdWd6|,Good,1
he," שמעתי ענין הסרת הערלה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/7MOmfqor,s|7MOmfqor|,Good,1
he," שמעתי ענין ב המלאכים",1.00,שם מקור,,https://archive.kbb1.com/he/sources/7QxvUnFf,s|7QxvUnFf|,Unknown,-1
he," שמעתי ענין דומם, צומח, חי, מדבר",1.00,שם מקור,,https://archive.kbb1.com/he/sources/7rKlp6ua,s|7rKlp6ua|,Good,1
he," שמעתי ענין אמונה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/81IpTHcN,s|81IpTHcN|,Good,1
he," שמעתי ענין מטה ונחש",1.00,שם מקור,,https://archive.kbb1.com/he/sources/8jddbZDS,s|8jddbZDS|,Good,1
he," שמעתי מוחא ולבא",1.00,שם מקור,,https://archive.kbb1.com/he/sources/8lPKkxCe,s|8lPKkxCe|,Good,1
he," שמעתי ענין נגלה וענין נסתר",1.00,שם מקור,,https://archive.kbb1.com/he/sources/8SjQLMI2,s|8SjQLMI2|,Good,1
he," שמעתי להכריע ביגיעה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/8uy1xBc2,s|8uy1xBc2|,Good,1
he," שמעתי מהו, פרי עץ הדר, בעבודה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/8VrXchag,s|8VrXchag|,Good,1
he," שמעתי בזיעת אפיך תאכל לחם",1.00,שם מקור,,https://archive.kbb1.com/he/sources/9IuOLWLz,s|9IuOLWLz|,Good,2
he," שמעתי להבין ההפרש בין עיקר ועצמות, ותוספת שפע",1.00,שם מקור,,https://archive.kbb1.com/he/sources/9OBAXhlB,s|9OBAXhlB|,Good,1
he," שמעתי ענין המניעות והעיכובים",1.00,שם מקור,,https://archive.kbb1.com/he/sources/a74oxCyl,s|a74oxCyl|,Good,1
he," שמעתי ענין ""חזק"" שאומרים אחר סיום הסדרה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/Ahc3hYSM,s|Ahc3hYSM|,Good,1
he," שמעתי לא אמות כי אחיה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/AlcJhnYS,s|AlcJhnYS|,Good,1
he," שמעתי כל שרוח הבריות נוח הימנו",1.00,שם מקור,,https://archive.kbb1.com/he/sources/An4SjeQ8,s|An4SjeQ8|,Good,1
he," שמעתי כל העולמות",1.00,שם מקור,,https://archive.kbb1.com/he/sources/aNhGvjiz,s|aNhGvjiz|,Good,1
he," שמעתי ענין העבודה של קבלה והשפעה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/apeOy2Tr,s|apeOy2Tr|,Good,1
he," שמעתי ולקחתם לכם פרי עץ הדר",1.00,שם מקור,,https://archive.kbb1.com/he/sources/av4R4Ve6,s|av4R4Ve6|,Good,1
he," שמעתי והיה כי ירחק ממך",1.00,שם מקור,,https://archive.kbb1.com/he/sources/B7euDRtR,s|B7euDRtR|,Good,1
he," שמעתי רם ה ושפל יראה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/bLiRLMFR,s|bLiRLMFR|,Unknown,-1
he," שמעתי הפוסק מדברי תורה ועוסק בדברי שיחה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/bQKmarXE,s|bQKmarXE|,Good,1
he," שמעתי מהו, ויגרש את האדם מגן עדן, מטעם שלא יקח מעץ החיים",1.00,שם מקור,,https://archive.kbb1.com/he/sources/BuGLRvNX,s|BuGLRvNX|,Good,1
he," שמעתי ענין בדיקת הצל בליל הושענא רבה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/BUrnqFTr,s|BUrnqFTr|,Good,1
he," שמעתי ביאור לבקשת אלישע מאליהו",1.00,שם מקור,,https://archive.kbb1.com/he/sources/buvvjKh2,s|buvvjKh2|,Good,1
he," שמעתי ענין היגיעה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/bZVcZYjT,s|bZVcZYjT|,Good,1
he," שמעתי ביאור לבחינת מזלא",1.00,שם מקור,,https://archive.kbb1.com/he/sources/bzwCjyqk,s|bzwCjyqk|,Good,1
he," שמעתי ההבדל בין אמונה להשכל",1.00,שם מקור,,https://archive.kbb1.com/he/sources/C5ZC7xiW,s|C5ZC7xiW|,Good,1
he," שמעתי מהו קטנות וגדלות באמונה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/C6PNfOkA,s|C6PNfOkA|,Good,1
he," שמעתי זהר, אמור",1.00,שם מקור,,https://archive.kbb1.com/he/sources/C92p0RKS,s|C92p0RKS|,Good,1
he," שמעתי כשבאים הרהורים לאדם",1.00,שם מקור,,https://archive.kbb1.com/he/sources/cBo1eIEb,s|cBo1eIEb|,Good,1
he," שמעתי מהו, שראשי תיבות אלול ""אני לדודי ודודי לי"" מרמזת בעבודה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/cDko5YMK,s|cDko5YMK|,Good,1
he," שמעתי מהו פסולת גורן ויקב, בעבודה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/cGO0h5sW,s|cGO0h5sW|,Good,1
he," שמעתי ענין קבלה להשפיע",1.00,שם מקור,,https://archive.kbb1.com/he/sources/ChELpgJB,s|ChELpgJB|,Good,1
he," שמעתי יראת ה הוא אוצרו",1.00,שם מקור,,https://archive.kbb1.com/he/sources/CjOoVMfG,s|CjOoVMfG|,Unknown,-1
he,שבת בראשית,1.00,שם מקור,,https://archive.kbb1.com/he/sources/CqYrKzR2,s|CqYrKzR2|,Good,1
he," שמעתי אם תעזבני יום, יומים אעזבך",1.00,שם מקור,,https://archive.kbb1.com/he/sources/Csvhsilm,s|Csvhsilm|,Good,1
he," שמעתי על כל קרבנך תקריב מלח",1.00,שם מקור,,https://archive.kbb1.com/he/sources/cVnwhXZS,s|cVnwhXZS|,Good,1
he," שמעתי ענין העלאת מ""ן",1.00,שם מקור,,https://archive.kbb1.com/he/sources/CvtxED7l,s|CvtxED7l|,Good,1
he," שמעתי אמונת רבו, מהו השיעור",1.00,שם מקור,,https://archive.kbb1.com/he/sources/czTv8O3p,s|czTv8O3p|,Good,1
he," שמעתי שדה אשר ברכו ה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/d5b6LPDs,s|d5b6LPDs|,Good,2
he," שמעתי ענין ג קוין",1.00,שם מקור,,https://archive.kbb1.com/he/sources/d9ZzhYwI,s|d9ZzhYwI|,Unknown,-1
he," שמעתי שליטת ישראל על הקליפות",1.00,שם מקור,,https://archive.kbb1.com/he/sources/DBRyBIGo,s|DBRyBIGo|,Good,1
he," שמעתי סור מרע",1.00,שם מקור,,https://archive.kbb1.com/he/sources/DNEFmmo6,s|DNEFmmo6|,Good,1
he," שמעתי מהו רם ה ושפל יראה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/e7VJ9nJs,s|e7VJ9nJs|,Unknown,-1
he," שמעתי טהרת הכלי קבלה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/EjIpuTVg,s|EjIpuTVg|,Good,1
he," שמעתי ישנו עם אחד",1.00,שם מקור,,https://archive.kbb1.com/he/sources/ejs92F2y,s|ejs92F2y|,Good,1
he," שמעתי במסתרים תבכה נפשי",1.00,שם מקור,,https://archive.kbb1.com/he/sources/ENQy5Rdc,s|ENQy5Rdc|,Good,1
he," שמעתי כי לא יראני האדם וחי",1.00,שם מקור,,https://archive.kbb1.com/he/sources/eoGGCnLJ,s|eoGGCnLJ|,Good,1
he," שמעתי מיד רשעים יצילם",1.00,שם מקור,,https://archive.kbb1.com/he/sources/EUiMc0WV,s|EUiMc0WV|,Good,1
he,תורה שבכתב ותורה שבעל פה,1.00,שם מקור,,https://archive.kbb1.com/he/sources/f3HJApYj,s|f3HJApYj|,Good,2
he," שמעתי בענין החיות דקדושה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/F63UqPv7,s|F63UqPv7|,Good,1
he," שמעתי קראוהו בהיותו קרוב",1.00,שם מקור,,https://archive.kbb1.com/he/sources/FaZdHvzA,s|FaZdHvzA|,Good,1
he," שמעתי רוחניות נקרא, מה שלא יתבטל לעולם",1.00,שם מקור,,https://archive.kbb1.com/he/sources/Ftl9v7iT,s|Ftl9v7iT|,Good,1
he," שמעתי החילוק בין אגרות הראשונות לאגרות האחרונות",1.00,שם מקור,,https://archive.kbb1.com/he/sources/fZlK2OH1,s|fZlK2OH1|,Good,1
he," שמעתי טעם שלא נוהגים לאכול אחד אצל השני בפסח",1.00,שם מקור,,https://archive.kbb1.com/he/sources/gDJwrcQC,s|gDJwrcQC|,Good,1
he," שמעתי שכר מצוה, מצוה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/gE6oshy2,s|gE6oshy2|,Good,1
he," שמעתי מצוה הבאה בעבירה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/gFZZSmTY,s|gFZZSmTY|,Good,1
he,כל העבודה היא רק במקום שיש ב דרכים,1.00,שם מקור,,https://archive.kbb1.com/he/sources/GJSMibUd,s|GJSMibUd|,Good,1
he," שמעתי בזהר בראשית",1.00,שם מקור,,https://archive.kbb1.com/he/sources/GpKjDPjJ,s|GpKjDPjJ|,Good,1
he," שמעתי נשמת אדם תלמדנו",1.00,שם מקור,,https://archive.kbb1.com/he/sources/gPNDiV2G,s|gPNDiV2G|,Good,1
he," שמעתי ביאור על מזלא",1.00,שם מקור,,https://archive.kbb1.com/he/sources/GuPSvLG2,s|GuPSvLG2|,Good,1
he," שמעתי טעם למה שקורין שבת תשובה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/H1bzRHvu,s|H1bzRHvu|,Good,1
he," שמעתי עם הארץ, אימת שבת עליו",1.00,שם מקור,,https://archive.kbb1.com/he/sources/H9D2moKn,s|H9D2moKn|,Good,1
he," שמעתי מהו, הבדל בין צל דקדושה לצל דס""א",1.00,שם מקור,,https://archive.kbb1.com/he/sources/hdNwa3MW,s|hdNwa3MW|,Good,1
he," שמעתי אין עוד מלבדו",1.00,שם מקור,,https://archive.kbb1.com/he/sources/hFeGidcS,s|hFeGidcS|,Good,1
he," שמעתי הזדככות המסך",1.00,שם מקור,,https://archive.kbb1.com/he/sources/hgiUBUTX,s|hgiUBUTX|,Good,1
he," שמעתי ויבן ערי מסכנות",1.00,שם מקור,,https://archive.kbb1.com/he/sources/HhX01FJm,s|HhX01FJm|,Good,1
he," שמעתי טעם הצנע במצות",1.00,שם מקור,,https://archive.kbb1.com/he/sources/hjq3z1FI,s|hjq3z1FI|,Good,1
he," שמעתי הבדל מששת ימי המעשה לשבת",1.00,שם מקור,,https://archive.kbb1.com/he/sources/HluhsVG8,s|HluhsVG8|,Good,1
he," שמעתי יתרון ארץ בכל הוא",1.00,שם מקור,,https://archive.kbb1.com/he/sources/HN4sUqKR,s|HN4sUqKR|,Good,1
he," שמעתי ענין כותל אחד משמש לשניהם",1.00,שם מקור,,https://archive.kbb1.com/he/sources/hnBUEevl,s|hnBUEevl|,Good,1
he," שמעתי משה ושלמה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/hnN3Dh1K,s|hnN3Dh1K|,Good,1
he," שמעתי אורייתא וקב""ה וישראל חד הוא",1.00,שם מקור,,https://archive.kbb1.com/he/sources/hNvHwQkn,s|hNvHwQkn|,Good,1
he," שמעתי ענין רמון",1.00,שם מקור,,https://archive.kbb1.com/he/sources/hrc0fZLf,s|hrc0fZLf|,Good,1
he," שמעתי ענין אחור באחור",1.00,שם מקור,,https://archive.kbb1.com/he/sources/I9lmXFSw,s|I9lmXFSw|,Good,1
he," שמעתי עיקר לרצות רק להשפיע",1.00,שם מקור,,https://archive.kbb1.com/he/sources/IKjYS3I4,s|IKjYS3I4|,Good,1
he," שמעתי ממזר תלמיד חכם קודם לכהן גדול עם הארץ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/IQDT5zRM,s|IQDT5zRM|,Good,1
he," שמעתי במקום שאתה מוצא גדלותו",1.00,שם מקור,,https://archive.kbb1.com/he/sources/iQoFjhJ4,s|iQoFjhJ4|,Good,1
he," שמעתי דרוש נא דורשיך בדרשם פניך",1.00,שם מקור,,https://archive.kbb1.com/he/sources/ISMcdEeb,s|ISMcdEeb|,Good,1
he," שמעתי טבריא דרז""ל, טובה ראיתך",1.00,שם מקור,,https://archive.kbb1.com/he/sources/jKdw2a8j,s|jKdw2a8j|,Good,1
he," שמעתי אי אפשר להיות חלל ריק בעולם",1.00,שם מקור,,https://archive.kbb1.com/he/sources/JLSdNwC2,s|JLSdNwC2|,Good,1
he," שמעתי מהו, אלהים אחרים, בעבודה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/JMcmIr1P,s|JMcmIr1P|,Good,1
he," שמעתי מהו יום ה וליל ה, בעבודה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/JpjAhvAQ,s|JpjAhvAQ|,Unknown,-1
he," שמעתי ידבנו לבו",1.00,שם מקור,,https://archive.kbb1.com/he/sources/jRNM0kiY,s|jRNM0kiY|,Good,1
he," שמעתי ענין סנפיר וקשקשת",1.00,שם מקור,,https://archive.kbb1.com/he/sources/k6vNo4hw,s|k6vNo4hw|,Good,1
he," שמעתי למאן דאמר מצוות אין צריכות כוונה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/K8L76zp4,s|K8L76zp4|,Good,1
he," שמעתי כעומד בפני מלך",1.00,שם מקור,,https://archive.kbb1.com/he/sources/Kn0se4td,s|Kn0se4td|,Good,1
he," שמעתי אם פגע בך מנוול זה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/KnFUnp3u,s|KnFUnp3u|,Good,1
he,ענין מתן תורה,1.00,שם מקור,,https://archive.kbb1.com/he/sources/KOCRM1mS,s|KOCRM1mS|,Good,1
he," שמעתי תפילת שמונה עשרה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/KPVSYTK7,s|KPVSYTK7|,Good,1
he," שמעתי ענין מסירות נפש",1.00,שם מקור,,https://archive.kbb1.com/he/sources/Kq35tLjM,s|Kq35tLjM|,Good,1
he," שמעתי מהו רוממות ה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/KVBSNnDA,s|KVBSNnDA|,Unknown,-1
he," שמעתי תורה לשמה",1.00,שם מקור,,https://archive.kbb1.com/he/sources/KxcMnarm,s|KxcMnarm|,Good,1
