Query,Language,Weight
פנסיה,he,2
פסולת גורן ויקב,he,2
פסח 2005,he,2
פסח 2019,he,2
"פסח אגו מאור המחזיר למוטב ""העלאת מ""ן""",he,2
"פסח אגו מאור המחזיר למוטב מ""ן",he,2
פסח אוסף ציטוטים,he,2
"פסח תע""ס",he,2
פרוש המושג אור,he,2
פרי חכם אגרות,he,2
פרידה,he,2
פרסומים,he,2
פרעה,he,2
פרעה על פי חכמת הקבלה,he,2
פרעו,he,2
"פרצוף ס""ג",he,2
פרצוף רוחני,he,2
פרשיות ספר הזוהרר,he,2
פרשת אמור,he,2
פרשת בהעלותך,he,2
פרשת במדבר מהזהר,he,2
פרשת דברים,he,2
פרשת השבוע - אחרי מות,he,2
פרשת השבוע - ויקרא,he,2
פרשת השבוע - כי תבוא,he,2
פרשת השבוע - מטות,he,2
פרשת השבוע - פקודי,he,2
"פרשת השבוע ""מסעי""",he,2
פרשת השבוע מטות,he,2
פרשת השבוע שלח לך,he,2
"פרשת השבוע: פרשת ""דברים"", זוהר לעם, קטעים נבחרים",he,2
פרשת ויקרא,he,2
פרשת חיי שרה,he,2
פרשת מטות,he,2
פרשת מצורע,he,2
פרשת נוח,he,2
פרשת פנחס זוהר,he,2
פרשת פקודי,he,2
פשיזם,he,2
פתחחה לחוכמת הקבלה,he,2
פתחיה לחוכמת הקבלה אות. א,he,2
"פתיחה 184 צ""ב",he,2
פתיחה 2001,he,2
פתיחה לחוכמת הקבלה 2019,he,2
פתיחה לחוכמת הקבלה אות א',he,2
פתיחה לחוכמת הקבלה חלק ב',he,2
"פתיחה לחוכמת הקבלה, מאמר בעל הסולם",he,2
פתיחה לחכמת הקבלה 2005,he,2
פתיחה לחכמת הקבלה 2017,he,2
פתיחה לחכמת הקבלה אות ה,he,2
פתיחה לחכמת הקבלה אות נז,he,2
פתיחה לחכמת הקבלה אות סא,he,2
פתיחה לחכמת הקבלה למתחילים 2009,he,2
"פתיחה לחכמת הקבלה, בעל סולם",he,2
פתיחה לחכמת הקבלה? 2019,he,2
פתיחה לפירוש הסולם,he,2
פתיחה מקוצרת 2001,he,2
צאו למסע רוחני בארץ ישראל,he,2
צג,he,2
"צדיק וטוב לו, צדיק ורע לו",he,2
צדיקים ורשעים,he,2
צוחקים ביחד,he,2
ציטוט,he,2
צימצום ב,he,2
צמצום ב',he,2
קבוצה צעירה,he,2
קבל את הרע כמו הטוב,he,2
קבלה,he,2
קבלה ותודעה,he,2
"קבלה למתחיל – ""ישראל, אורייתא, קוב""ה חד הוא"", 17.11.2010",he,2
"קבלה למתחיל – מהי ישיבת חברים, 06.10.2010",he,2
קבלה למתחילים,he,2
קהילה יהודית מונטריי,he,2
קום רבי שמעון,he,2
קופטש בחוקותי,he,2
קורח זוהר,he,2
קטנות 6000 שנה,he,2
קטע מקור הכנה לכנס,he,2
קטעי כוונה,he,2
קטעים נבחרים 299,he,2
קטעים נבחרים 789,he,2
"קטעים נבחרים על ט""ו באב.",he,2
"קי""ב",he,2
קידוש בקבלה,he,2
קידושין,he,2
קישוט,he,2
קליפ,he,2
קליפ- אנחנו מעוררים רק אהבה,he,2
"קליפים ""הליכה על דרך האמת""",he,2
קליפים עם ארקדי,he,2
קפיצה,he,2
קרחת,he,2
קריאת מגילת אסתר על ידי אורן לוי,he,2
קריעת ים סוף,he,2
קרל מקס,he,2
קשר ללא סמארטפונים,he,2
ראיון עם העתיד,he,2
ראש,he,2
ראש וגוף,he,2
רב על חינוך לקטנים,he,2
רב שר,he,2
"רב''ש, דרגות הסולם, 464 כי תצא למלחמה - ב",he,2
"רב""ש - ג'. מאמר 704 ""מפני מה ניתנה תורה לישראל""",he,2
"רב""ש אהבת חברים",he,2
"רב""ש ג', עבדו ה' בשמחה",he,2
"רב""ש סוכות",he,2
רבי יוסי בן קיסמא,he,2
רבי עקיבא צוחק חורבן,he,2
רבש מעביר שיעור,he,2
רבש קליפים,he,2
רגלים מרגלים,he,2
רגשות,he,2
רגשות אשם,he,2
רדיו זוהר,he,2
רדיו קבלה,he,2
רוחניות וגשמיות,he,2
"רחוב הרב""ש 12",he,2
"ריגושים, הדור הבא",he,2
ריקוד,he,2
רפח משמעות,he,2
רפח ניצוצין,he,2
רצה לכן הרבה להם מצוות,he,2
רצון,he,2
רצון חדש,he,2
רצון לקבל המצומצם,he,2
רק בהתפשטות חוכמת הקבלה,he,2
רשבי,he,2
רשעים שמתגלים,he,2
ש״צ,he,2
שאילה טןבה מאוד,he,2
שאלה טובה מאוד,he,2
שאלות,he,2
שאלות ותשובות,he,2
שאלות מי ומה,he,2
שאלות על החיים,he,2
שבועות דרגת אהבה חלקית,he,2
שבירת אדם הראשון,he,2
שבירת הלוחות הר סיני,he,2
שבעים נפש 65,he,2
שבת אחים,he,2
שבת שלום,he,2
שדה משותף,he,2
שהוא עניין התהפכות,he,2
שווים,he,2
שומרים ושוטרים,he,2
שופר,he,2
שופרו של משיח,he,2
שוקיים,he,2
שורש כל המחלות,he,2
שיבעה,he,2
שידור,he,2
שיחה 43,he,2
שיחה 44,he,2
שיחה על אנטישמיות,he,2
שיחה על אנטישמיות מטרתית,he,2
שיחה על בית ספר לקטנים,he,2
שיחה על חינוך,he,2
שיחה על חשיבות הפצה,he,2
שיחה עם ג'ון פרייס,he,2
שיחה עם הנק שיינקופף בניו יורק,he,2
שיחה עם רב על חינוך,he,2
שיחות על חינוך,he,2
שיעור 1,he,2
שיעור 12 כנס 2019,he,2
שיעור 22/03/2019,he,2
שיעור בוקר 02- 05,he,2
שיעור בוקר 31/3/2014,he,2
שיעור בוקר 6.4,he,2
שיעור בוקר של אתמול,he,2
שיעור בנושא אין עוד מלבדו,he,2
שיעור גדלות השם,he,2
שיעור הקבלה היומי,he,2
שיעור הקבלה היומי 19.03.2019,he,2
שיעור יומי 13 במרץ 2019,he,2
שיעור על נבואתו של בעל הסולם,he,2
שיעור עץ החיים,he,2
שיעור ערב23.4.2019,he,2
שיעורי,he,2
שיעורי בוקר,he,2
"שיעורי הקבלה, סדנאות ושיחות, 31.05.2019",he,2
שיעורי הרב״ש,he,2
שיעורים 2019,he,2
שיעורים 5במאי,he,2
שיעורים וירטואלים,he,2
שיעורים מאי 2019,he,2
שיער21.08׳ 19,he,2
שיפלות,he,2
שיר מרגש,he,2
שירות לחברים,he,2
שירי,he,2
שירים כנס פיטר,he,2
שירים על חוכמת הקבלה,he,2
שכולו שקרים,he,2
שכר,he,2
שכר ויגיעה,he,2
שלבי הסולם אמא,he,2
שלום אחר מחלוקת יותר חשוב משאין מחלוקת כלל,he,2
שלושה ימי הגבלה הר סיני,he,2
שלמות,he,2
שלמות זה חיבור אור ורצון,he,2
שמות אלוהים,he,2
שמח אני,he,2
שמחה ויראה,he,2
שמחת תורה אור פנימי,he,2
שמחת תורה גדלות,he,2
שמחת תורה גילוי הבורא,he,2
שמחת תורה גמר תיקון,he,2
שמחת תורה החג הכי גדול,he,2
שמחת תורה היום השביעי,he,2
שמחת תורה רוחניות,he,2
שמחתי להיפגש עם ראש העיר פתח תקווה,he,2
שמיני עצרת,he,2
שמיני עצרת זיווג,he,2
שמירה יתרה,he,2
שמישהו מת,he,2
שמן,he,2
שמע ישראל שיר,he,2
שמעתי > עיקר לרצות רק להשפיע,he,2
שמעתי 166,he,2
"שמעתי 2, מאמר רל""ד, הפוסק מדברי תורה ועוסק בדברי שיחה",he,2
שמעתי אין עוד מלבדו,he,2
שמעתי ה,he,2
שמעתי הביטחון הוא הליבוש,he,2
"שמעתי י""ט",he,2
שמעתי לד,he,2
שמעתי מאמר א,he,2
שמעתי מאמר ד,he,2
שמעתי מאמר י,he,2
שמעתי מאמר כב,he,2
שמעתי סא,he,2
שמעתי רא,he,2
שמעתי רג,he,2
"שמעתי, מאמר נט, ענין מטה ונחש, הרצאה",he,2
שמתי,he,2
שנאת אחים,he,2
שנאת חינם,he,2
שנה גן עדן,he,2
שנזכה לשנה הבאה,he,2
שנכנס לאוצר,he,2
שנתיים יניקה,he,2
שעור בוקר,he,2
שעור הקבלה היומי,he,2
שעור ערב 13.3.2019,he,2
שעילות סדנה,he,2
שער הגלגולים,he,2
שערה סערה,he,2
שפה – זה חיבור של אור ורצון,he,2
שפה – זו תוכנת קשר,he,2
שפת ענפים,he,2
שקר,he,2
שריי,he,2
ששמעתי,he,2
תאטרון,he,2
תאכל כמה שאתה רוצה,he,2
תבקש עבורם,he,2
תהילים ליום ג,he,2
תהליך הלידה,he,2
תודעה,he,2
תווים,he,2
תוכניות טלויזיה,he,2
"תוכנית טלוויזיה ""הכיתה של מרשמלו"": קליעה למטרה",he,2
"תוכנית טלוויזיה ""פרשת השבוע עם גיל קופטש"": ואתחנן",he,2
"תוכנית טלוויזיה ""פרשת השבוע"": דברים",he,2
"תוכנית טלוויזיה מגזין ""קבלה"": מוסיקה",he,2
תורה,he,2
תורנויות,he,2
תורנויות מטבח,he,2
תחיית המתים,he,2
תחיית המתים וביאת המשיח,he,2
תחיית המתים סמוך לגמר התיקון,he,2
תחפושות,he,2
תיאטרון,he,2
תיקון חג סוכות,he,2
תכונת ההשפעה,he,2
"תכף בהמחשבה לברוא את הנשמות, היתה מחשבתו ית' גומרת הכול, כי אינו צריך לכלי מעשה כמונו. ותיכף יצאו ונתהוו כל הנשמות וכל העולמות, העתידים להבראות, מלאים בכל הטוב והעונג והרוך, שחשב בַּעַדַן, עם כל תכלית שלמותן הסופית, שהנשמות עתידות לקבל, בגמר התיקון. דהיינו, אחר שהרצון לקבל שבנשמות, כבר קבל כל תיקונו בשלמות, ונתהפך להיות השפעה טהורה, בהשוואת הצורה הגמורה אל המאציל ית'. והוא מטעם, כי בנצחיותו ית', העבר והעתיד וההווה, משמשים כאחד. והעתיד משמש לו כהוה. ואין עניין מחוסר זמן, נוהג בו ית'.",he,2
תלות בעשרייה,he,2
תלמוד עשר הספירות > כרך ב' > חלק ו',he,2
"תלמוד עשר הספירות > כרך ו' > חלק ט""ו",he,2
תלמוד עשר הספירות 1,he,2
תלמיד ורב,he,2
תע''ס כרך א,he,2
"תע""ס א, חלק ד",he,2
"תע""ס כרך א' חלק א'",he,2
תענוג בהשפעה,he,2
תענית אסתר,he,2
תעס חלק א אות ט,he,2
תעס צמצום מסך,he,2
תפילה – החיסרון שאני מעלה,he,2
תפילה – לא מילים אלא רצונות,he,2
תפילה היא רצון לקשר,he,2
תפילה לחיסרון,he,2
תפילה לפני תפילה,he,2
תפילה רבש,he,2
תפילה של איש עסקים,he,2
תפיסת המציאות אני רואה את התכונות שלי,he,2
תפיסת המציאות שיעור,he,2
תפיסת המציאות שיעורים,he,2
תפיסת העולם: מה שאני מרגיש זה מה שאני רואה,he,2
תפלת רבים,he,2
תפקיד,he,2
תפקיד בקבוצה חשיבות,he,2
תפקיד האישה בתיקון הרוחני,he,2
תפקיד האשה,he,2
תפקיד הפצה לנשים,he,2
תפקיד הקבוצה,he,2
תפקיד השץ,he,2
תפקיד כח אדם בחברה,he,2
תפקיד פיזי בקבוצה,he,2
תפקידו של החבר בקבוצה הוא להשקיע באחרים,he,2
תפקידו של חבר בקבוצה,he,2
תקנון,he,2
תרומה ארכיון,he,2
תרומה כספית של חברים,he,2
"תרומות ח""ב קסט",he,2
תרומות קסט,he,2
תשוב ה,he,2
תשועת,he,2
תשועת ה,he,2
תשועת ה כהרף עין,he,2
תשעה באב ואבני הקודש,he,2
" "" כל המחשבות שנופלים במוחו של אדם""",he,1
" "" עת האסף המקנה""",he,1
" "" צריך לדון חברים לכף זכות""",he,1
" ""12 מתנות עליונות""",he,1
" ""אדם הנתון בחושך, ותמיד בחושך היה משכנו""",he,1
" ""אולי לא מספיקות עדיין""",he,1
" ""אור האהבה""",he,1
" ""אור הגנוז""",he,1
" ""אור מקיף זה אור חוזר שלא מקובל""",he,1
" ""אז כל אחד צריך לבטל את עצמו נגד השני""",he,1
" ""אחרי שמשיג המדרגה הנקראת שלא לשמה""",he,1
" ""אחרת הגוף דרכו לטשטש""",he,1
" ""איך אנחנו פונים לבורא""",he,1
" ""איך אני מקבץ עצות""",he,1
" ""איך אני צריך לעבוד עם החברים""",he,1
" ""איך להגדיל את חשיבות""",he,1
" ""איך להיות קרוב לבורא באהבה ודבקות""",he,1
" ""אין אדם עומד על דבר""",he,1
" ""אין אור אלא אותו היוצא מתוך החושך""",he,1
" ""אין בקומת הזכר רק בחינת ראש בלי גוף""",he,1
" ""אין דבר יותר מאושר מאשר תינוק""",he,1
" ""אין יכולים לקבל שום""",he,1
" ""אין סוף""",he,1
" ""אין עוד מלבדו אני מגיע לדבקות בו""",he,1
" ""אין פורענות""",he,1
" ""אך ורק בחיבור בינינו""",he,1
" ""אל תבוא לפה""",he,1
" ""אלא אהבת חברים""",he,1
" ""אם חברה שנתייסדה""",he,1
" ""אם כל המדעים""",he,1
" ""אם לא נותן מעשר""",he,1
" ""אם רק תפתח את הלב""",he,1
" ""אנחנו התכנסנו""",he,1
" ""אנחנו קשורים לבורא באופן קבוע""",he,1
" ""אני אביה לא שניתי""",he,1
" ""אני אויה לא שניתי""",he,1
" ""אני איטלקייה""",he,1
" ""אני יהוה לא שניתי""",he,1
" ""אני מגיע לדבקות בו""",he,1
" ""אני עדיין ברצון לקבל אגואיסטי""",he,1
" ""אסף אוחיון""",he,1
" ""אפילו לעשות נחת רוח ליוצרו""",he,1
" ""אפילו מכות לא עוזרות""",he,1
" ""ארץ מרשות האומות, ונתנה לנו""",he,1
" ""אש האהבה""",he,1
" ""את אחיי אנוכי מבקש…""",he,1
" ""אתה לא יודע מה זה מקובל…""",he,1
" ""אתה נמצא במעבר בין הדורות""",he,1
" ""אתה צריך לעמוד תמיד על המשמר""",he,1
" ""אתם לא יכולות לעבוד באותו קצב""",he,1
" ""אתן צריכות להתארגן כמונו""",he,1
" ""בא בשנים""",he,1
" ""בא ולמד""",he,1
" ""באיחוד בינינו""",he,1
" ""בוא נגיד משך השבוע זה כלי היחיד""",he,1
" ""בובר""",he,1
" ""בונה משהו למעלה מהדעת""",he,1
" ""בורח מהקבוצה""",he,1
" ""בזמן השיעור""",he,1
" ""בזמן שאדם צריך לדון חברים לכף זכות""",he,1
" ""בזמן שהאדם מעביר ממנו את עצמותו""",he,1
" ""בזמן שהאדם נותן את היגיעה""",he,1
" ""ביאור למאמר""",he,1
" ""בין הדורות""",he,1
" ""בינינו בפועל את הערבות""",he,1
" ""בית אל""",he,1
" ""בית שני""",he,1
" ""בכיר שבאבות""",he,1
" ""במעבר בין הדורות""",he,1
" ""במרתף""",he,1
" ""בן קנז""",he,1
" ""בסגולת הכלים תלויים""",he,1
" ""בעומר""",he,1
" ""בערבות ביינו""",he,1
" ""בערבות בינינו""",he,1
" ""בפועל את הערבות""",he,1
" ""בקש יעקב לגלות את הקץ""",he,1
" ""גורם שכך מלמעלה""",he,1
" ""גילוי ההסתרה""",he,1
" ""גם שבח""",he,1
" ""דוכין""",he,1
" ""דור מקובלים""",he,1
" ""דיווח על עשיריות הנשים""",he,1
" ""דע כי טרם""",he,1
" ""דף הכנה לשינה""",he,1
" ""דרושי חג השבועות""",he,1
" ""דרך ארץ""",he,1
" ""דרך ה'""",he,1
" ""האדם צריך להשתדל לעשות מאמץ""",he,1
" ""האמת שקנאה הנכונה ובגל הנכון""",he,1
" ""הבדל בין תפילה של גברים""",he,1
" ""הבדל בין תפילה של נשים""",he,1
" ""הבדל בין תפילת נשים""",he,1
" ""הבעת העצמי""",he,1
" ""הבעת עצמי""",he,1
" ""הדור האחרון""",he,1
" ""ההפצה""",he,1
" ""הוא הדור של ימות המשיח""",he,1
" ""הוא המשגיח""",he,1
" ""הוא כולו חייב וגם כולו זכאי""",he,1
" ""החיים החדשים 172""",he,1
" ""החלטתם עזה כנחושה...""",he,1
" ""היא תיקון השכינה הקדושה""",he,1
" ""היה יושב ועוסק בתורה""",he,1
" ""היהדות צריכה לתת""",he,1
" ""היהודי הבינלאומי – הבעיה המרכזית של העולם""",he,1
" ""היום ישנה הפצה""",he,1
" ""הייתי ממלא כל הזמן הפנוי""",he,1
" ""היכן נמצאת נקודת הבחירה של האדם בחייו""",he,1
" ""הילדים ירגישו שמלמדים אותם""",he,1
" ""היצר הרע""",he,1
" ""הכוונה על הנקודה שבלב""",he,1
" ""הכי יפה בעולם""",he,1
" ""הכנה לשינה""",he,1
" ""הכניסה לרבקה ודשה בה""",he,1
" ""הכשרת מקלידות, עורכות ומתרגמות""",he,1
" ""הכשרת מקלידות,""",he,1
" ""הליכה על דרך האמת""",he,1
" ""המאור המחזיר למוטב""",he,1
" ""המדרגה הבאה לא מורגשת בי""",he,1
" ""המצטער בצער""",he,1
" ""המצטער בצרת""",he,1
" ""המצטער""",he,1
" ""הנה באלו הדברים אגלה לך ליבי ואני חושב עלייך המובחר מכולם וכיון שכן אחשוב שאתה מתגעגע, כך הולך ומטייל לקבל פני מלך מתכונן""",he,1
" ""הסברה שלנו""",he,1
" ""הסתכלות כללית""",he,1
" ""הסתלקות המוחין""",he,1
" ""העולם הזה"", זה לא ""העולם שלנו""",he,1
" ""העיקר של אסיפה, שיהיו כולם""",he,1
" ""העשרייה האולטימטיבית""",he,1
" ""הפצה""",he,1
" ""הקדושה בורחת""",he,1
" ""הקדמה לפתיחה לחכמת""",he,1
" ""הקומות זכר ונקבה""",he,1
" ""הרב קוק, אורות, המלחמה, פרק ט'  """"בנין העולם, המתמוטט כעת לרגלי הסערות הנוראות של חרב מלאה דם, דורש הוא את בנין האומה הישראלית. בנין האומה והתגלות רוחה הוא ענין אחד, וכולו הוא מאוחד עם בנין העולם, המתפורר ומצפה לכח מלא אחדות ועליונות, וכל זה נמצא בנשמת כנסת ישראל. רוח ד' מלא בה, רוח שם מלא בקרבה, ואי אפשר לרוח אדם, שהרגשת נשמתו פועמת בו, להיות שוקט בשעה גדולה זו, מבלי לקרא לכל הכחות הצפונים באומה: עורו וקומו על תפקידכם.""",he,1
" ""השמדת עבודת האלילים""",he,1
" ""השפעת הרע וגילוי הרע""",he,1
" ""התכללות בעשירייה""",he,1
" ""התשובה היא היות והוא רוצה להגיע לדבקות בה'""",he,1
" ""התשובה היא היות והוא רוצה להגיע לדבקות""",he,1
" ""ואני איני מתחשב בזה""",he,1
" ""ובכדי שתהיה התכללות אחד מהשני""",he,1
" ""וברוחניות הוא לא נולד""",he,1
" ""וגוף הפרצוף נמשך רק מקומת הנקבה""",he,1
" ""והבורא ש""",he,1
" ""והבורא שבתוך""",he,1
" ""והבורא שבתוכה""",he,1
" ""והבורא שנמצא""",he,1
" ""והבורא""",he,1
" ""והענף הנמשך מחיצוניות""",he,1
" ""והענף""",he,1
" ""וזוהי כל אופיה של""",he,1
" ""ויהי שם""",he,1
" ""וישאלהו האיש לאמור""",he,1
" ""וכאשר יושלמו בני ישראל""",he,1
" ""וכבר דברתי מזה, שיש""",he,1
" ""וכנפיה נעשות להם כעין מחיצות""",he,1
" ""ולא לרצות""",he,1
" ""ומשה היה רועה את צאן יתרו""",he,1
" ""ומשה היה רועה את צאן""",he,1
" ""ועוד עיתון ועוד""",he,1
" ""ועשו לי מקדש ושכנתי בתוכם""",he,1
" ""זה המלכות""",he,1
" ""זה זמן רב, אשר מוסר כליותיי""",he,1
" ""זורקים את הילדים""",he,1
" ""זכו אחישנה לא זכו בעתה""",he,1
" ""חבית גדולה""",he,1
" ""חג פורים זה הזמן המיוחד""",he,1
" ""חג פורים זה""",he,1
" ""חוגים לילדים""",he,1
" ""חולה ממש""",he,1
" ""חיבורים אדוני""",he,1
" ""חיים חדשים - תוכנית 388""",he,1
" ""חיים חדשים""",he,1
" ""חשיבות הפצת חכמת הקבלה""",he,1
" ""טכניקה של ויתורים במשפחה""",he,1
" ""י'-ה'-ו'-ה'""",he,1
" ""יהי שם""",he,1
" ""ילד אלים""",he,1
" ""ילדים יכולים למשוך""",he,1
" ""יעקב אבינו בחיר שבאבות""",he,1
" ""יש גישה מיוחדת לחיים""",he,1
" ""יש חיוב מוקדם להגאולה""",he,1
" ""יש כלים המוכשרים לקבל""",he,1
" ""יש לאדם רצון פנימי לרוחניות""",he,1
" ""ישיבת חברות""",he,1
" ""ישיבת חברים""",he,1
" ""כאילו האור פועל בו וזהו""",he,1
" ""כאיש אחד בלב אחד""",he,1
" ""כבר מסרתי עקרי דעותי""",he,1
" ""כולם אומרים""",he,1
" ""ככל שנתקדם בתהליך התיקון""",he,1
" ""כל אחד מחויב להרגיש עצמו""",he,1
" ""כל אחד מחויב להרים מעלת כל חבר""",he,1
" ""כל בריה""",he,1
" ""כל דבר שישנו במציאות""",he,1
" ""כל המצטער בצער הציבור""",he,1
" ""כל המתאבל על ירושלים,""",he,1
" ""כל מי שמצטער עם הציבור זוכה לנחמת הציבור""",he,1
" ""כל מקום שכתוב""",he,1
" ""כלומר תקבלהו עליך לרב""",he,1
" ""כלי נשי""",he,1
" ""כמה חברים""",he,1
" ""כמו כדור""",he,1
" ""כמו רחם""",he,1
" ""כנס נשים""",he,1
" ""כסף וחברים""",he,1
" ""כסף חברים""",he,1
" ""כספית וחברים""",he,1
" ""כספית לקבוצה""",he,1
" ""כפתחו של אולם""",he,1
" ""כשם שפרצופיהם שונים כך דעותיהם שונות""",he,1
" ""כשעולה על ליבו של אדם לשוב בתשובה שלמה""",he,1
" ""לא בפעם אחת זוכה לזיווג הגבוה ההנעלה""",he,1
" ""לא בפעם אחת זוכה לזיווג הגבוה הנעלה""",he,1
" ""לא בפעם אחת זוכה לזיווג הגבוה, ההנעלה""",he,1
" ""לא בפעם אחת זוכה לזיווג הגבוה, הנעלה""",he,1
" ""לא בפעם אחת זוכה לזיווג הגובה,ההנעלה""",he,1
" ""לא יצאו ישראל""",he,1
" ""לא מרגיש שייך""",he,1
" ""לאישה יש גישה מיוחדת לחיים""",he,1
" ""לאנשים קטנים, על כל פנים בעת האסיפה""",he,1
" ""לבנות מושג""",he,1
" ""להביא את העולם להרמוניה""",he,1
" ""להגיע לקהל""",he,1
" ""להזכיר את מטרת החברה""",he,1
" ""להקשיב לרב בזמן שיעור""",he,1
" ""להקשיב לרב""",he,1
" ""להרים מעלת כל חבר""",he,1
" ""להתאמץ ביתר עוז באהבת חברים""",he,1
" ""להתבולל בו""",he,1
" ""להתכלל בתוך עשיריה""",he,1
" ""להתפתח ברצון שלי""",he,1
" ""לחיבור וגילוי הטוב""",he,1
" ""לחמם את הלבבות""",he,1
" ""לחנך דור מקובלים""",he,1
" ""לילה דכלה""",he,1
" ""לימוד התורה""",he,1
" ""לית מחשבה תפיסא ביה כלל וכלל""",he,1
" ""לכו ותתפרנסו זה מזה""",he,1
" ""לכל מה שתחתונים עושים""",he,1
" ""לכל מצב שרצון לקבל קופץ""",he,1
" ""לכן כבר מיליונים של אנשים""",he,1
" ""למה שונאים אותנו""",he,1
" ""למעלה מרגש ושכל הנוכחיים""",he,1
" ""לעליון לעשות במקומך""",he,1
" ""לעשות אותם הפעולות כמו גברים""",he,1
" ""לעשות מה ש אוהב""",he,1
" ""לעשות מה שאוהב""",he,1
" ""לעשות מה""",he,1
" ""לקלוט כמו רחם""",he,1
" ""לקנות הון""",he,1
" ""לשמוע""",he,1
" ""לשמשני""",he,1
" ""לתרום כסף""",he,1
" ""מאמר מכתבי יד נדירים של בעל הסולם שלא יצאו לאור""",he,1
" ""מבוא לספר הזוהר""",he,1
" ""מבקשים מהבורא להתחבר""",he,1
" ""מבקשים מהבורא""",he,1
" ""מגיע למצב שאני אומר""",he,1
" ""מגיע למצב שאני""",he,1
" ""מה ההבדל בין תפילה""",he,1
" ""מה זה נקרא ""על כל הפשעים תכסה אהבה""?""",he,1
" ""מה נשתנה בי הפסח הזה""",he,1
" ""מהו החומר של לשון הרע""",he,1
" ""מהו יום ולילה""",he,1
" ""מהו רועי מקנה אברם ורועי מקנה לוט, בעבודה""",he,1
" ""מהי האחריות שלי""",he,1
" ""מוזיקה""",he,1
" ""מוטל על כל חבר""",he,1
" ""מוכרח הוא לגלות את האהבה""",he,1
" ""מוצאי שבת ז""",he,1
" ""מוצאי שבת זה""",he,1
" ""מוציא את עצמי מהקבוצה""",he,1
" ""מוציא עצמי מהקבוצה""",he,1
" ""מורכב משני חלקים""",he,1
" ""מושג משה""",he,1
" ""מותר לי לבחור לילד סביבה""",he,1
" ""מחזיק ברכה""",he,1
" ""מחלות עור""",he,1
" ""מטרם שבא לאסיפת החברים""",he,1
" ""מי שלא טרח בערב שבת, מה יאכל בשבת?""",he,1
" ""מי שמבטל את עצמו""",he,1
" ""מיום שישראל היו נמצאים בעולם""",he,1
" ""מיעוט רבים שניים""",he,1
" ""מסירות נפש""",he,1
" ""מסכמת את מסעות בני ישראל""",he,1
" ""מסעות בני ישראל""",he,1
" ""מסתכל אני על""",he,1
" ""מעיין הישועה""",he,1
" ""מעייני  הישועה""",he,1
" ""מעייני הישועה""",he,1
" ""מעל החיים""",he,1
" ""מעל המוות""",he,1
" ""מפני שיש טיפול ברשימות""",he,1
" ""מפתח בי חיסרון""",he,1
" ""מקובלים כותבים""",he,1
" ""מרגש ושכל הנוכחיים""",he,1
" ""מרגש ושכל נוכחיים""",he,1
" ""מרכז העשיריה""",he,1
" ""משהו למעלה מהדעת""",he,1
" ""משחק""",he,1
" ""נחמן מברסלב""",he,1
" ""נחת רוח""",he,1
" ""נכשל בו""",he,1
" ""נמצא במעבר בין הדורות""",he,1
" ""נפגשים עם קבלה""",he,1
" ""נתאספנו כאן""",he,1
" ""סוגי טוב ורע""",he,1
" ""סוד פורים""",he,1
" ""סעודת פסח""",he,1
" ""ספר אישי""",he,1
" ""עבודה בקבוצה""",he,1
" ""עד אפס""",he,1
" ""עד שלא יוצא מגלות גשמית""",he,1
" ""עובדים ביחד""",he,1
" ""עוד זאת אבקש מאיתכם""",he,1
" ""עולם אין סוף""",he,1
" ""על כל פשעים תכסה אהבה""",he,1
" ""על מאמר הערבות""",he,1
" ""על פי חוק הטבע""",he,1
" ""עם לא נותן מעשר""",he,1
" ""עניין היגיעה והעמל המתגלה לאדם בשעת תפילתו""",he,1
" ""ענין בקש יעקב לגלות""",he,1
" ""ענין מידת שיחות""",he,1
" ""ענין מסירות נפש""",he,1
" ""עסק רק עם היצר הרע""",he,1
" ""עץ האילן""",he,1
" ""עץ חיים""",he,1
" ""עצמם עד אפס""",he,1
" ""ערב איחוד 2010""",he,1
" ""ערבות""",he,1
" ""פיסיקה הוא לא יודע""",he,1
" ""פרט וכלל""",he,1
" ""פרשת נשא""",he,1
" ""פתיחה לחכמת הקבלה 2017""",he,1
" ""פתיחה לחכמת הקבלה, אות א""",he,1
" ""פתיחה לחכמת""",he,1
" ""צורת הבורא""",he,1
" ""צריכים לימוד גדול""",he,1
" ""צריכים פחות להיזהר""",he,1
" ""צריכים תמיד להזכיר את מטרת החברה""",he,1
" ""קבלה למתחיל מוזיקה""",he,1
" ""קבלה למתחיל""",he,1
" ""קבלת התורה בכפיה""",he,1
" ""קו שמאל""",he,1
" ""קניין חדש""",he,1
" ""קרוב לבורא באהבה ודבקות""",he,1
" ""קרוב לבורא""",he,1
" ""קריאת שמע על המיטה""",he,1
" ""קריאת שמע""",he,1
" ""קריאת""",he,1
" ""קרנות המזבח""",he,1
" ""קרש""",he,1
" ""רגע דומה ל""",he,1
" ""רגע דומה""",he,1
" ""רומא""",he,1
" ""רק איתו אתה מדבר""",he,1
" ""רק לחזק זה את זה""",he,1
" ""רק על ידי הסברה שלנו""",he,1
" ""רק עם היצר הרע""",he,1
" ""שאינו מצטער עם הצבור""",he,1
" ""שאנחנו היום נכנסנו לאיזה""",he,1
" ""שאני נמצא בהכנעה כלפי העשירייה""",he,1
" ""שבועות""",he,1
" ""שבת זה""",he,1
" ""שה לבית אבות""",he,1
" ""שהאדם יוכל להגדיל את כוחו""",he,1
